date,close,high,low,open,volume,eur_usd,year,month,dayofweek,day_number,ma_7,ma_30,lag_1,lag_7
2016-08-31,1306.9000244140625,1313.699951171875,1306.300048828125,1310.300048828125,214,1.1132,2016,8,2,607,1321.1571393694196,1335.816670735677,1311.699951171875,1337.699951171875
2016-09-01,1312.199951171875,1313.0999755859375,1301.5,1305.300048828125,225,1.1146,2016,9,3,608,1317.0999930245537,1335.206669108073,1306.9000244140625,1340.5999755859375
2016-09-02,1322.0999755859375,1326.699951171875,1309.199951171875,1309.5999755859375,55,1.1193,2016,9,4,609,1316.7714146205358,1335.1733357747396,1312.199951171875,1324.4000244140625
2016-09-06,1349.4000244140625,1349.4000244140625,1323.199951171875,1323.300048828125,46,1.1159,2016,9,1,613,1320.9571358816963,1336.176668294271,1322.0999755859375,1320.0999755859375
2016-09-07,1344.300048828125,1350.5,1343.9000244140625,1348.4000244140625,14,1.1237,2016,9,2,614,1324.2142857142858,1336.9633382161458,1349.4000244140625,1321.5
2016-09-08,1336.800048828125,1345.4000244140625,1335.699951171875,1344.800048828125,30,1.1296,2016,9,3,615,1326.2000034877233,1337.303340657552,1344.300048828125,1322.9000244140625
2016-09-09,1330.0999755859375,1338.5,1328.0,1338.5,35,1.1268,2016,9,4,616,1328.828578404018,1337.2300048828124,1336.800048828125,1311.699951171875
2016-09-12,1321.0,1329.300048828125,1319.9000244140625,1327.0,177,1.1226,2016,9,0,619,1330.8428606305804,1336.2966715494792,1330.0999755859375,1306.9000244140625
2016-09-13,1319.0,1324.5999755859375,1315.0,1324.5999755859375,79,1.1247,2016,9,1,620,1331.8142961774554,1335.216670735677,1321.0,1312.199951171875
2016-09-14,1321.5,1322.300048828125,1319.199951171875,1319.199951171875,73,1.1218,2016,9,2,621,1331.7285853794642,1333.786669921875,1319.0,1322.0999755859375
2016-09-15,1313.5,1320.699951171875,1310.800048828125,1320.699951171875,37,1.1254,2016,9,3,622,1326.6000104631696,1332.3666707356772,1321.5,1349.4000244140625
2016-09-16,1305.800048828125,1312.5999755859375,1305.800048828125,1312.199951171875,4,1.1226,2016,9,4,623,1321.1000104631696,1330.6000040690103,1313.5,1344.300048828125
2016-09-19,1313.5,1313.5,1313.5,1313.5,20,1.1165,2016,9,0,626,1317.7714320591517,1329.836669921875,1305.800048828125,1336.800048828125
2016-09-20,1313.699951171875,1313.699951171875,1313.699951171875,1313.699951171875,97,1.1184,2016,9,1,627,1315.4285714285713,1329.180000813802,1313.5,1330.0999755859375
2016-09-21,1326.9000244140625,1326.9000244140625,1324.0,1326.300048828125,76,1.115,2016,9,2,628,1316.2714320591517,1328.7766682942708,1313.699951171875,1321.0
2016-09-22,1340.4000244140625,1340.4000244140625,1338.199951171875,1338.5999755859375,23,1.1238,2016,9,3,629,1319.328578404018,1328.6466674804688,1326.9000244140625,1319.0
2016-09-23,1337.199951171875,1337.199951171875,1337.199951171875,1337.199951171875,40,1.1214,2016,9,4,630,1321.5714285714287,1328.4699991861978,1340.4000244140625,1321.5
2016-09-26,1339.699951171875,1341.800048828125,1335.199951171875,1335.199951171875,24,1.1262,2016,9,0,633,1325.3142787388392,1328.5999959309895,1337.199951171875,1313.5
2016-09-27,1325.9000244140625,1328.699951171875,1325.9000244140625,1328.0,48,1.122,2016,9,1,634,1328.1857038225446,1328.1199951171875,1339.699951171875,1305.800048828125
2016-09-28,1319.4000244140625,1319.4000244140625,1319.4000244140625,1319.4000244140625,10551,1.1225,2016,9,2,635,1329.028564453125,1327.0833292643229,1325.9000244140625,1313.5
2016-09-29,1321.699951171875,1325.0,1314.699951171875,1321.199951171875,6108,1.1221,2016,9,3,636,1330.171421595982,1326.3833292643228,1319.4000244140625,1313.699951171875
2016-09-30,1313.300048828125,1327.699951171875,1312.9000244140625,1320.5999755859375,868,1.1161,2016,9,4,637,1328.2285679408483,1325.119999186198,1321.699951171875,1326.9000244140625
2016-10-03,1309.0,1316.800048828125,1308.199951171875,1313.5,299,1.1236,2016,10,0,640,1323.7428501674108,1324.073331705729,1313.300048828125,1340.4000244140625
2016-10-04,1266.300048828125,1310.199951171875,1266.300048828125,1307.5999755859375,1893,1.1161,2016,10,1,641,1313.614292689732,1321.6933349609376,1309.0,1337.199951171875
2016-10-05,1265.199951171875,1274.0,1261.300048828125,1272.0999755859375,246,1.1211,2016,10,2,642,1302.971435546875,1319.180000813802,1266.300048828125,1339.699951171875
2016-10-06,1249.800048828125,1265.300048828125,1249.800048828125,1265.300048828125,114,1.1185,2016,10,3,643,1292.1000104631696,1316.6933349609376,1265.199951171875,1325.9000244140625
2016-10-07,1248.9000244140625,1263.5999755859375,1248.9000244140625,1253.9000244140625,169,1.114,2016,10,4,644,1282.0285818917412,1314.3200032552083,1249.800048828125,1319.4000244140625
2016-10-11,1253.0,1258.9000244140625,1253.0,1258.9000244140625,26,1.1079,2016,10,1,648,1272.2143031529017,1312.036669921875,1248.9000244140625,1321.699951171875
2016-10-12,1251.0999755859375,1254.0,1251.0999755859375,1251.699951171875,127,1.102,2016,10,2,649,1263.328578404018,1309.6433349609374,1253.0,1313.300048828125
2016-10-13,1255.0,1259.0,1255.0,1258.699951171875,315,1.1038,2016,10,3,650,1255.614292689732,1307.7533365885417,1251.0999755859375,1309.0
2016-10-14,1253.0999755859375,1253.9000244140625,1250.5999755859375,1253.9000244140625,311,1.1002,2016,10,4,651,1253.7285679408483,1305.9600016276042,1255.0,1266.300048828125
2016-10-17,1254.4000244140625,1255.0,1249.9000244140625,1249.9000244140625,41,1.0994,2016,10,0,654,1252.1857212611608,1304.0333374023437,1253.0999755859375,1265.199951171875
2016-10-18,1260.800048828125,1261.699951171875,1260.800048828125,1260.9000244140625,11,1.0993,2016,10,1,655,1253.7571498325892,1301.9900065104166,1254.4000244140625,1249.800048828125
2016-10-19,1267.9000244140625,1271.5,1262.9000244140625,1262.9000244140625,219,1.0979,2016,10,2,656,1256.471435546875,1299.27333984375,1260.800048828125,1248.9000244140625
2016-10-20,1265.5999755859375,1270.5,1265.5,1270.0,415,1.098,2016,10,3,657,1258.2714320591517,1296.6500040690105,1267.9000244140625,1253.0
2016-10-21,1265.9000244140625,1265.9000244140625,1265.9000244140625,1265.9000244140625,224,1.0886,2016,10,4,658,1260.3857247488838,1294.286669921875,1265.5999755859375,1251.0999755859375
2016-10-24,1262.0,1269.199951171875,1261.800048828125,1269.199951171875,42,1.0891,2016,10,0,661,1261.3857247488838,1292.016670735677,1265.9000244140625,1255.0
2016-10-25,1271.9000244140625,1274.0999755859375,1264.0999755859375,1264.0999755859375,61,1.0872,2016,10,1,662,1264.0714460100446,1290.3800048828125,1262.0,1253.0999755859375
2016-10-26,1264.800048828125,1274.0,1264.800048828125,1274.0,279,1.0925,2016,10,2,663,1265.557163783482,1288.57333984375,1271.9000244140625,1254.4000244140625
2016-10-27,1267.9000244140625,1269.4000244140625,1267.9000244140625,1269.4000244140625,338,1.0927,2016,10,3,664,1266.5714460100446,1286.7866739908854,1264.800048828125,1260.800048828125
2016-10-28,1275.5,1281.5,1262.0,1270.300048828125,560,1.0922,2016,10,4,665,1267.6571568080358,1285.5200073242188,1267.9000244140625,1267.9000244140625
2016-10-31,1271.5,1276.5999755859375,1271.5,1276.5999755859375,58,1.0946,2016,10,0,668,1268.5000174386162,1284.3766723632812,1275.5,1265.5999755859375
2016-11-01,1286.4000244140625,1290.699951171875,1279.0,1279.300048828125,49,1.1025,2016,11,1,669,1271.4285888671875,1283.47333984375,1271.5,1265.9000244140625
2016-11-02,1306.800048828125,1307.0,1288.300048828125,1288.300048828125,30,1.1095,2016,11,2,670,1277.8285958426338,1283.2433430989583,1286.4000244140625,1262.0
2016-11-03,1302.0999755859375,1303.0999755859375,1287.300048828125,1296.4000244140625,73,1.1064,2016,11,3,671,1282.1428745814733,1282.4166748046875,1306.800048828125,1271.9000244140625
2016-11-04,1303.300048828125,1303.300048828125,1296.699951171875,1300.0,11,1.1093,2016,11,4,672,1287.6428745814733,1281.1800089518229,1302.0999755859375,1264.800048828125
2016-11-07,1278.300048828125,1294.5,1278.300048828125,1292.0,34,1.1062,2016,11,0,675,1289.1285923549108,1279.216678873698,1303.300048828125,1267.9000244140625
2016-11-08,1273.4000244140625,1289.4000244140625,1273.199951171875,1284.0999755859375,50,1.1038,2016,11,1,676,1288.8285958426338,1277.006681315104,1278.300048828125,1275.5
2016-11-09,1272.5999755859375,1318.5999755859375,1270.0,1272.199951171875,108,1.1022,2016,11,2,677,1288.9857352120537,1275.2300130208334,1273.4000244140625,1271.5
2016-11-10,1265.5,1287.5,1253.300048828125,1274.4000244140625,63,1.0895,2016,11,3,678,1286.0000174386162,1273.4333455403646,1272.5999755859375,1286.4000244140625
2016-11-14,1221.199951171875,1229.5,1210.4000244140625,1227.800048828125,216,1.0777,2016,11,0,682,1273.7714320591517,1270.0833455403647,1265.5,1306.800048828125
2016-11-15,1224.0,1226.0,1222.5,1224.300048828125,20,1.0765,2016,11,1,683,1262.614292689732,1267.1066772460938,1221.199951171875,1302.0999755859375
2016-11-16,1223.4000244140625,1229.300048828125,1223.0,1229.300048828125,66,1.0702,2016,11,2,684,1251.2000034877233,1264.2533447265625,1224.0,1303.300048828125
2016-11-17,1216.5,1225.0,1211.0,1224.5999755859375,1139,1.0717,2016,11,3,685,1242.3714250837054,1262.5933430989583,1223.4000244140625,1278.300048828125
2016-11-18,1208.5,1211.9000244140625,1207.199951171875,1211.9000244140625,607,1.0629,2016,11,4,686,1233.0999930245537,1260.7033447265626,1216.5,1273.4000244140625
2016-11-21,1209.5999755859375,1209.5999755859375,1209.5999755859375,1209.5999755859375,19,1.0631,2016,11,0,689,1224.0999930245537,1259.3633422851562,1208.5,1272.5999755859375
2016-11-22,1211.0,1211.0999755859375,1207.5999755859375,1210.4000244140625,19,1.0617,2016,11,1,690,1216.3142787388392,1258.100008138021,1209.5999755859375,1265.5
2016-11-23,1189.0999755859375,1213.800048828125,1186.800048828125,1212.800048828125,309,1.0602,2016,11,2,691,1211.7285679408483,1255.9700073242188,1211.0,1221.199951171875
2016-11-25,1178.199951171875,1189.300048828125,1177.0,1177.0,14,1.0592,2016,11,4,693,1205.1857038225446,1253.5400065104166,1189.0999755859375,1224.0
2016-11-28,1190.5999755859375,1190.5999755859375,1188.0,1188.0,189914,1.0588,2016,11,0,696,1200.4999825613838,1251.3933390299478,1178.199951171875,1223.4000244140625
2016-11-29,1187.9000244140625,1194.800048828125,1179.4000244140625,1193.199951171875,42124,1.0576,2016,11,1,697,1196.414271763393,1249.2200073242188,1190.5999755859375,1216.5
2016-11-30,1170.800048828125,1193.300048828125,1167.9000244140625,1187.0999755859375,7158,1.0635,2016,11,2,698,1191.028564453125,1246.4333414713542,1187.9000244140625,1208.5
2016-12-01,1166.9000244140625,1174.5999755859375,1160.0,1172.699951171875,1588,1.0627,2016,12,3,699,1184.9285714285713,1243.303340657552,1170.800048828125,1209.5999755859375
2016-12-02,1175.0999755859375,1177.300048828125,1166.4000244140625,1172.300048828125,1521,1.0642,2016,12,4,700,1179.7999965122767,1240.2100056966146,1166.9000244140625,1211.0
2016-12-05,1174.0,1186.699951171875,1157.0,1181.800048828125,358,1.0702,2016,12,0,703,1177.642857142857,1237.1566731770833,1175.0999755859375,1189.0999755859375
2016-12-06,1167.5999755859375,1174.5,1167.0999755859375,1170.9000244140625,652,1.0734,2016,12,1,704,1176.1285749162946,1233.8800048828125,1174.0,1178.199951171875
2016-12-07,1175.0,1178.5,1166.4000244140625,1167.699951171875,182,1.073,2016,12,2,705,1173.9000069754463,1230.9800048828124,1167.5999755859375,1190.5999755859375
2016-12-08,1169.800048828125,1177.800048828125,1169.0999755859375,1173.800048828125,322,1.0762,2016,12,3,706,1171.3142961774554,1227.5766723632812,1175.0,1187.9000244140625
2016-12-09,1159.4000244140625,1168.800048828125,1156.0,1166.5999755859375,365,1.0559,2016,12,4,707,1169.6857212611608,1224.063338216146,1169.800048828125,1170.800048828125
2016-12-12,1163.5,1163.9000244140625,1153.0,1158.300048828125,331,1.0596,2016,12,0,710,1169.2000034877233,1220.5833374023437,1159.4000244140625,1166.9000244140625
2016-12-13,1156.699951171875,1164.0,1155.4000244140625,1163.5,637,1.061,2016,12,1,711,1166.5714285714287,1216.6233357747396,1163.5,1175.0999755859375
2016-12-14,1161.300048828125,1164.0,1142.0,1159.800048828125,487,1.0644,2016,12,2,712,1164.7571498325892,1212.9500040690104,1156.699951171875,1174.0
2016-12-15,1127.800048828125,1143.300048828125,1123.9000244140625,1139.800048828125,244,1.0419,2016,12,3,713,1159.0714460100446,1207.6633382161458,1161.300048828125,1167.5999755859375
2016-12-16,1135.300048828125,1140.9000244140625,1126.9000244140625,1126.9000244140625,146,1.0439,2016,12,4,714,1153.4000244140625,1201.946671549479,1127.800048828125,1175.0
2016-12-19,1140.5,1140.699951171875,1137.9000244140625,1139.4000244140625,249,1.0422,2016,12,0,717,1149.2143031529017,1196.5600056966146,1135.300048828125,1169.800048828125
2016-12-20,1131.5,1133.5,1126.5,1133.5,46,1.0364,2016,12,1,718,1145.2285853794642,1190.8333374023437,1140.5,1159.4000244140625
2016-12-21,1131.0999755859375,1136.0999755859375,1130.0,1136.0999755859375,50,1.0421,2016,12,2,719,1140.6000104631696,1185.926668294271,1131.5,1163.5
2016-12-22,1128.800048828125,1132.800048828125,1128.300048828125,1131.199951171875,104,1.0444,2016,12,3,720,1136.6143101283483,1181.106669108073,1131.0999755859375,1156.699951171875
2016-12-23,1131.9000244140625,1132.800048828125,1130.300048828125,1130.9000244140625,70,1.0446,2016,12,4,721,1132.414306640625,1176.4166707356771,1128.800048828125,1161.300048828125
2016-12-27,1137.300048828125,1142.199951171875,1134.300048828125,1134.300048828125,84,1.0445,2016,12,1,725,1133.771449497768,1172.1433390299478,1131.9000244140625,1127.800048828125
2016-12-28,1139.4000244140625,1141.199951171875,1138.0,1141.199951171875,1570,1.0401,2016,12,2,726,1134.3571602957588,1169.4166748046875,1137.300048828125,1135.300048828125
2016-12-29,1156.4000244140625,1158.800048828125,1143.5999755859375,1143.800048828125,950,1.0453,2016,12,3,727,1136.6285923549108,1167.1633422851562,1139.4000244140625,1140.5
2016-12-30,1150.0,1162.0,1150.0,1162.0,16,1.0541,2016,12,4,728,1139.271449497768,1164.7166748046875,1156.4000244140625,1131.5
2017-01-03,1160.4000244140625,1160.800048828125,1146.5,1155.199951171875,52,1.0385,2017,1,1,732,1143.4571707589287,1162.8466756184896,1150.0,1131.0999755859375
2017-01-04,1163.800048828125,1165.0,1156.300048828125,1156.300048828125,36,1.0437,2017,1,2,733,1148.4571707589287,1161.3566772460938,1160.4000244140625,1128.800048828125
2017-01-05,1179.699951171875,1183.300048828125,1171.5,1172.0,500,1.0501,2017,1,3,734,1155.2857317243304,1160.360009765625,1163.800048828125,1131.9000244140625
2017-01-06,1171.9000244140625,1176.5,1171.9000244140625,1176.5,16,1.0589,2017,1,4,735,1160.2285853794642,1159.0566772460938,1179.699951171875,1137.300048828125
2017-01-09,1183.5,1183.5999755859375,1173.0,1173.9000244140625,62,1.0516,2017,1,0,738,1166.5285818917412,1158.870011393229,1171.9000244140625,1139.4000244140625
2017-01-10,1184.199951171875,1188.9000244140625,1182.300048828125,1184.300048828125,8,1.0567,2017,1,1,739,1170.5,1159.0700113932292,1183.5,1156.4000244140625
2017-01-11,1195.5999755859375,1197.0,1176.5,1187.5,20,1.0503,2017,1,2,740,1177.0142822265625,1159.236678059896,1184.199951171875,1150.0
2017-01-12,1198.9000244140625,1204.300048828125,1192.300048828125,1192.699951171875,110,1.0679,2017,1,3,741,1182.5142822265625,1159.6033447265625,1195.5999755859375,1160.4000244140625
2017-01-13,1195.300048828125,1196.0,1187.699951171875,1195.699951171875,65,1.0661,2017,1,4,742,1187.0142822265625,1160.420011393229,1198.9000244140625,1163.800048828125
2017-01-17,1212.0,1214.5999755859375,1200.800048828125,1205.5,79,1.0684,2017,1,1,746,1191.6285749162946,1161.9233439127604,1195.300048828125,1179.699951171875
2017-01-18,1211.300048828125,1214.699951171875,1203.0999755859375,1213.5999755859375,114,1.0664,2017,1,2,747,1197.2571498325892,1163.1300130208333,1212.0,1171.9000244140625
2017-01-19,1200.9000244140625,1204.0,1195.800048828125,1200.5,26,1.0668,2017,1,3,748,1199.7428676060267,1164.026680501302,1211.300048828125,1183.5
2017-01-20,1204.300048828125,1212.0999755859375,1202.800048828125,1202.800048828125,38,1.0632,2017,1,4,749,1202.6143101283483,1165.2500162760416,1200.9000244140625,1184.199951171875
2017-01-23,1215.0,1215.0,1210.0,1212.0,16,1.0715,2017,1,0,752,1205.3857421875,1166.583349609375,1204.300048828125,1195.5999755859375
2017-01-24,1210.300048828125,1219.0,1207.699951171875,1219.0,24,1.0748,2017,1,1,753,1207.0143171037946,1167.933349609375,1215.0,1198.9000244140625
2017-01-25,1197.300048828125,1202.800048828125,1194.9000244140625,1202.0,403,1.0743,2017,1,2,754,1207.3000313895088,1169.1966837565103,1210.300048828125,1195.300048828125
2017-01-26,1189.5,1199.699951171875,1185.5999755859375,1199.699951171875,19,1.07,2017,1,3,755,1204.0857456752233,1170.063350423177,1197.300048828125,1212.0
2017-01-27,1188.0999755859375,1188.300048828125,1187.9000244140625,1187.9000244140625,234352,1.0681,2017,1,4,756,1200.771449497768,1171.110017903646,1189.5,1211.300048828125
2017-01-30,1193.199951171875,1198.5,1187.0999755859375,1191.699951171875,50503,1.063,2017,1,0,759,1199.6714390345983,1172.1733479817708,1188.0999755859375,1200.9000244140625
2017-01-31,1208.5999755859375,1214.699951171875,1193.5,1194.9000244140625,3212,1.0755,2017,1,1,760,1200.2857142857142,1174.866678873698,1193.199951171875,1204.300048828125
2017-02-01,1205.5999755859375,1211.9000244140625,1197.9000244140625,1211.9000244140625,1145,1.079,2017,2,2,761,1198.9428536551338,1177.210009765625,1208.5999755859375,1215.0
2017-02-02,1216.699951171875,1224.199951171875,1208.9000244140625,1209.699951171875,1512,1.0808,2017,2,3,762,1199.8571254185267,1179.7500081380208,1205.5999755859375,1210.300048828125
2017-02-03,1218.5,1220.5999755859375,1206.199951171875,1214.9000244140625,865,1.0741,2017,2,4,763,1202.8856898716517,1182.650008138021,1216.699951171875,1197.300048828125
2017-02-06,1230.0,1235.4000244140625,1218.5,1221.9000244140625,908,1.0712,2017,2,0,766,1208.6714041573662,1185.9466756184895,1218.5,1189.5
2017-02-07,1234.199951171875,1236.199951171875,1228.5,1234.199951171875,1177,1.0675,2017,2,1,767,1215.257114955357,1189.4600056966146,1230.0,1188.0999755859375
2017-02-08,1237.5999755859375,1243.9000244140625,1231.0,1232.0999755859375,288,1.0665,2017,2,2,768,1221.5999755859375,1192.9833374023438,1234.199951171875,1193.199951171875
2017-02-09,1235.0999755859375,1243.5,1226.9000244140625,1239.4000244140625,885,1.0692,2017,2,3,769,1225.3856898716517,1196.2433349609375,1237.5999755859375,1208.5999755859375
2017-02-10,1234.4000244140625,1234.4000244140625,1221.5,1227.5999755859375,391,1.0629,2017,2,4,770,1229.4999825613838,1199.410001627604,1235.0999755859375,1205.5999755859375
2017-02-13,1224.4000244140625,1231.0999755859375,1219.0,1230.5,398,1.0629,2017,2,0,773,1230.5999930245537,1201.676668294271,1234.4000244140625,1216.699951171875
2017-02-14,1223.9000244140625,1233.5,1222.0999755859375,1225.9000244140625,159,1.0623,2017,2,1,774,1231.3714250837054,1204.1400024414063,1224.4000244140625,1218.5
2017-02-15,1231.699951171875,1231.699951171875,1217.300048828125,1225.5,175,1.0555,2017,2,2,775,1231.6142752511162,1206.5166666666667,1223.9000244140625,1230.0
2017-02-16,1240.0,1240.699951171875,1233.199951171875,1234.5,87,1.0652,2017,2,3,776,1232.4428536551338,1209.0566650390624,1231.699951171875,1234.199951171875
2017-02-17,1237.5999755859375,1241.199951171875,1234.800048828125,1240.699951171875,301,1.065,2017,2,4,777,1232.4428536551338,1210.9866658528647,1240.0,1237.5999755859375
2017-02-21,1237.5,1237.5,1228.0999755859375,1237.300048828125,119,1.0537,2017,2,1,781,1232.7857142857142,1213.1733317057292,1237.5999755859375,1235.0999755859375
2017-02-22,1232.0,1238.5999755859375,1231.800048828125,1236.0999755859375,36,1.0513,2017,2,2,782,1232.4428536551338,1214.7899983723958,1237.5,1234.4000244140625
2017-02-23,1250.199951171875,1250.300048828125,1236.0999755859375,1236.0999755859375,112,1.0573,2017,2,3,783,1236.1285574776787,1216.9899983723958,1232.0,1224.4000244140625
2017-02-24,1256.9000244140625,1258.800048828125,1250.0,1250.0,1264,1.0609,2017,2,4,784,1240.8428431919642,1219.0333333333333,1250.199951171875,1223.9000244140625
2017-02-27,1257.4000244140625,1263.0999755859375,1250.4000244140625,1254.699951171875,544,1.0587,2017,2,0,787,1244.5142822265625,1220.9833333333333,1256.9000244140625,1231.699951171875
2017-02-28,1252.5999755859375,1257.300048828125,1247.199951171875,1253.5999755859375,721,1.0597,2017,2,1,788,1246.3142787388392,1222.893330891927,1257.4000244140625,1240.0
2017-03-01,1248.9000244140625,1248.9000244140625,1236.9000244140625,1247.800048828125,138,1.0533,2017,3,2,789,1247.9285714285713,1224.1233317057292,1252.5999755859375,1237.5999755859375
2017-03-02,1231.9000244140625,1247.5999755859375,1230.699951171875,1247.199951171875,79,1.0514,2017,3,3,790,1247.1285749162946,1224.8099975585938,1248.9000244140625,1237.5
2017-03-03,1225.5,1235.199951171875,1222.9000244140625,1231.699951171875,121,1.0565,2017,3,4,791,1246.2000034877233,1225.6299967447917,1231.9000244140625,1232.0
2017-03-06,1224.5,1235.199951171875,1224.5,1235.199951171875,29,1.0592,2017,3,0,794,1242.5285818917412,1226.303328450521,1225.5,1250.199951171875
2017-03-07,1215.0999755859375,1225.4000244140625,1213.699951171875,1224.300048828125,53,1.0576,2017,3,1,795,1236.5571463448662,1226.306660970052,1224.5,1256.9000244140625
2017-03-08,1208.5,1212.199951171875,1206.699951171875,1212.199951171875,24,1.0556,2017,3,2,796,1229.5714285714287,1226.2466593424479,1215.0999755859375,1257.4000244140625
2017-03-09,1202.4000244140625,1205.5999755859375,1202.300048828125,1204.5,37,1.0551,2017,3,3,797,1222.4000069754463,1226.416658528646,1208.5,1252.5999755859375
2017-03-10,1200.699951171875,1203.300048828125,1196.199951171875,1196.199951171875,3,1.0606,2017,3,4,798,1215.5142822265625,1226.789990234375,1202.4000244140625,1248.9000244140625
2017-03-13,1202.4000244140625,1210.0,1202.300048828125,1206.199951171875,35,1.0663,2017,3,0,801,1211.2999965122767,1227.2666585286458,1200.699951171875,1231.9000244140625
2017-03-14,1201.9000244140625,1205.9000244140625,1196.800048828125,1203.0999755859375,22,1.0631,2017,3,1,802,1207.9285714285713,1227.556660970052,1202.4000244140625,1225.5
2017-03-15,1200.0999755859375,1221.199951171875,1197.699951171875,1198.199951171875,36,1.0622,2017,3,2,803,1204.4428536551338,1227.2733276367187,1201.9000244140625,1224.5
2017-03-16,1226.5,1231.4000244140625,1222.199951171875,1222.199951171875,47,1.0726,2017,3,3,804,1206.0714285714287,1227.9699951171874,1200.0999755859375,1215.0999755859375
2017-03-17,1229.800048828125,1230.9000244140625,1227.0999755859375,1227.0999755859375,26,1.0737,2017,3,4,805,1209.114292689732,1228.4066650390625,1226.5,1208.5
2017-03-20,1233.5999755859375,1234.4000244140625,1229.300048828125,1229.300048828125,23,1.0752,2017,3,0,808,1213.5714285714287,1228.9099975585937,1229.800048828125,1202.4000244140625
2017-03-21,1246.0999755859375,1246.0999755859375,1226.4000244140625,1226.4000244140625,11,1.0802,2017,3,1,809,1220.0571463448662,1229.4466634114583,1233.5999755859375,1200.699951171875
2017-03-22,1249.300048828125,1249.5,1247.699951171875,1247.9000244140625,3,1.0807,2017,3,2,810,1226.7571498325892,1229.95,1246.0999755859375,1202.4000244140625
2017-03-23,1246.9000244140625,1247.5,1244.800048828125,1246.4000244140625,16,1.0786,2017,3,3,811,1233.1857212611608,1230.2600016276042,1249.300048828125,1201.9000244140625
2017-03-24,1248.199951171875,1248.300048828125,1247.5999755859375,1248.0,3,1.0805,2017,3,4,812,1240.0571463448662,1230.6966674804687,1246.9000244140625,1200.0999755859375
2017-03-27,1255.4000244140625,1257.699951171875,1253.800048828125,1255.800048828125,72,1.0889,2017,3,0,815,1244.1857212611608,1231.3966674804688,1248.199951171875,1226.5
2017-03-28,1255.300048828125,1255.9000244140625,1255.300048828125,1255.9000244140625,19,1.0859,2017,3,1,816,1247.828578404018,1232.426668294271,1255.4000244140625,1229.800048828125
2017-03-29,1253.4000244140625,1253.4000244140625,1252.0999755859375,1252.199951171875,190678,1.0748,2017,3,2,817,1250.6571568080358,1233.410001627604,1255.300048828125,1233.5999755859375
2017-03-30,1245.0,1253.5999755859375,1241.0999755859375,1253.0999755859375,51328,1.0737,2017,3,3,818,1250.5000174386162,1233.8533365885417,1253.4000244140625,1246.0999755859375
2017-03-31,1247.300048828125,1248.800048828125,1238.699951171875,1242.0999755859375,8223,1.0691,2017,3,4,819,1250.2143031529017,1234.0966715494792,1245.0,1249.300048828125
2017-04-03,1250.800048828125,1252.4000244140625,1243.5999755859375,1247.5,1160,1.0661,2017,4,0,822,1250.771449497768,1234.5366739908854,1247.300048828125,1246.9000244140625
2017-04-04,1255.0,1260.300048828125,1253.0,1253.0999755859375,724,1.0651,2017,4,1,823,1251.742885044643,1235.1200073242187,1250.800048828125,1248.199951171875
2017-04-05,1245.4000244140625,1255.4000244140625,1243.0,1255.4000244140625,907,1.0678,2017,4,2,824,1250.3143136160713,1235.5666748046874,1255.0,1255.4000244140625
2017-04-06,1250.300048828125,1257.5,1249.0,1256.0999755859375,169,1.0666,2017,4,3,825,1249.6000279017858,1235.5700113932292,1245.4000244140625,1255.300048828125
2017-04-07,1254.300048828125,1269.0999755859375,1249.5,1249.5,445,1.063,2017,4,4,826,1249.7286028180804,1235.4833455403646,1250.300048828125,1253.4000244140625
2017-04-10,1251.0999755859375,1255.199951171875,1246.800048828125,1252.699951171875,182,1.0578,2017,4,0,829,1250.6000279017858,1235.2733439127603,1254.300048828125,1245.0
2017-04-11,1271.199951171875,1273.5,1254.5,1254.5,401,1.0616,2017,4,1,830,1254.0142996651787,1235.8933430989584,1251.0999755859375,1247.300048828125
2017-04-12,1275.300048828125,1285.0999755859375,1272.0,1275.0,492,1.0605,2017,4,2,831,1257.5142996651787,1236.7733439127603,1271.199951171875,1250.800048828125
2017-04-13,1285.9000244140625,1287.5999755859375,1282.0,1285.300048828125,915,1.063,2017,4,3,832,1261.9285888671875,1238.5733439127605,1275.300048828125,1255.0
2017-04-17,1289.4000244140625,1294.800048828125,1284.300048828125,1291.800048828125,73,1.063,2017,4,0,836,1268.2143031529017,1240.7033447265626,1285.9000244140625,1245.4000244140625
2017-04-18,1291.699951171875,1291.699951171875,1278.5999755859375,1283.9000244140625,394,1.0682,2017,4,1,837,1274.1285749162946,1242.9433430989584,1289.4000244140625,1250.300048828125
2017-04-19,1281.4000244140625,1288.0,1274.0,1288.0,194,1.0725,2017,4,2,838,1278.0,1245.1533447265624,1291.699951171875,1254.300048828125
2017-04-20,1281.9000244140625,1281.9000244140625,1276.199951171875,1279.699951171875,127,1.0745,2017,4,3,839,1282.4000069754463,1247.6000122070313,1281.4000244140625,1251.0999755859375
2017-04-21,1287.4000244140625,1287.4000244140625,1279.199951171875,1279.800048828125,474,1.0698,2017,4,4,840,1284.7143031529017,1250.4333455403646,1281.9000244140625,1271.199951171875
2017-04-24,1275.800048828125,1276.4000244140625,1265.0,1275.0,605,1.0848,2017,4,0,843,1284.7857317243304,1252.9366821289063,1287.4000244140625,1275.300048828125
2017-04-25,1265.5999755859375,1276.9000244140625,1262.0999755859375,1275.5999755859375,356,1.0891,2017,4,1,844,1281.8857247488838,1255.0433471679687,1275.800048828125,1285.9000244140625
